단어 명,물리 명,영문 명,금칙어,분류어 여부,정의내용
인상률,INCRT,INCREASE RATE,인상율,,생략
인성,PSNTY,PERSONALITY,,,생략
인성검사,PSNTST,PERSONALITY TEST,,,생략
인성평가,PSEVL,PERSONALITY EVALUATION,,,생략
인성평가서,PASRPT,PERSONALITY ASSESSMENT REPORT,,,생략
인센티브,INCNTV,INCENTIVE,,,생략
인솔,LEADNG,LEADING,,,생략
인솔자,LEADR,LEADER,,,생략
인쇄,PRTNG,PRINTING,"프린트,PRINT",,생략
인쇄기,PRTMCH,PRINTING MACHINE,,,생략
인쇄비,PRTCST,PRINTING COST,,,생략
인쇄소,PRNTOFC,PRINTING OFFICE,,,생략
인쇄회로기판,PCB,PRINTED CIRCUIT BOARD,PCB,,생략
인수,UDTKNG,UNDERTAKING,,,생략
인수,FCTR,FACTOR,,분류어,생략
인수검사,RI,RECEIVING INSPECTION,수령검사,,생략
인수기준번호,UDTSTDNO,UNDERTAKING STANDARD NUMBER,,분류어,생략
인수모집,UTRCR,UNDERTAKING RECRUITMENT,,,생략
인수번호,UDTKGNO,UNDERTAKING NUMBER,,분류어,생략
인수인계,UDTKHDOV,UNDERTAKING AND HANDOVER,,,생략
인수인계서,DOCUTTO,FILE FOR UNDERTAKING AND TAKING OVER,,,생략
인수인계일자,UDTHDODT,UNDERTAKING AND HANDOVER DATE,인수인계일,,생략
인수일자,UNDTKDT,UNDERTAKING DATE,인수일,,생략
인수자,ACPTPSN,ACCEPTANCE PERSON,,,생략
인슐린,INSULIN,INSULIN,,,생략
인스턴스,INSTN,INSTANCE,,,생략
인승,SETR,SEATER,,,생략
인시,MH,MANHOUR,"MH,M/H",분류어,생략
인식,AWARE,AWARENESS,,,생략
인신공격,PRSNTC,PERSONAL ATTACK,,,생략
인양,SLVG,SALVAGE,,,생략
인영,SIGIL,SIGIL,,,생략
인용,QUOT,QUOTATION,,,생략
인원,PSNNL,PERSONNEL,,,생략
인원동원,PSMOB,PERSONNEL MOBILIZATION,,,생략
인원수,TOTNUM,TOTAL NUMBER,"명수,인명수",분류어,생략
인원수송,PRSNL,PERSONNEL,,,생략
인원편성표,PTO,PERSONAL TABLE OF ORGANIZATION,,,생략
인입,LDN,LEAD-IN,,,생략
인입선,LDNWR,LEAD-IN WIRE,,,생략
인자,FACTOR,FACTOR,,,생략
인장,TNSN,TENSION,,,생략
인재,TLTPSN,TALENTED PERSON,,,생략
인적,HMN,HUMAN,,,생략
인적사항,PSNINFO,PERSONAL INFORMATION,,,생략
인적위해요소구분코드,HITMCLCD,HARM ITEM TO MEN CLASSIFICATION CODE,,분류어,생략
인접,ADJC,ADJACENCY,,,생략
인정,RCGNTN,RECOGNITION,,,생략
인정건수,RCNUM,RECOGNITION THE NUMBER OF CASES,,,생략
인정금액,RCAMT,RECOGNITION AMOUNT OF MONEY,,,생략
인정기준,RSTD,RECOGNITION STANDARD,,,생략
인조,ARTFCL,ARTIFICIAL ,,,생략
인종,HMNRC,HUMAN RACE,,,생략
인증,CTFCTN,CERTIFICATION,,,생략
인증서,CERTS,CERTIFICATES,,,생략
인증서번호,CERTNO,CERTIFICATES NUMBER,,분류어,생략
인증일자,CTFDT,CERTIFICATION DATE,인증일,,생략
인증자,ATNSR,AUTHENTICATION USER,,,생략
인지,RCNT,RECOGNITION,,,생략
인지도,CNN,COGNITION,,,생략
인지세,STMPTAX,STAMP TAX,,,생략
인질,HSTAG,HOSTAGE,,,생략
인척,MRGREL,RELATIVE BY MARRIAGE,,,생략
인천,INCHEON,INCHEON,,,생략
인천경기,ICGG,INCHEON GYEONGGI,,,생략
인출,WTHDRWL,WITHDRAWAL,,,생략
인출일자,WTDRWDT,WITHDRAWAL DATE,인출일,,생략
인치,IN,INCH,,,생략
인터넷,INTRNT,INTERNET,,,생략
인터넷퇴직금신청오류코드,IRAAECD,INTERNET RETIREMENT AMOUNT APPLICATION ERROR CODE,,분류어,생략
인터넷퇴직금진행상태코드,IRAPSCD,INTERNET RETIREMENT AMOUNT PROGRESS STATE CODE,,분류어,생략
인터럽트,INTRRPT,INTERRUPT,,,생략
인터뷰,INTV,INTERVIEW ,,,생략
인터체인지,INTCHG,INTERCHANGE,,,생략
인터페이스,IF,INTERFACE,"IF,INTERFACE",,생략
인터폰,INTRPHN,INTERPHONE,,,생략
인턴,INTRN,INTERN,,,생략
인트라넷,INTRANT,INTRANET,,,생략
인플루엔자,INFZ,INFLUENZA,,,생략
인화,PRNPTG,PRINTING PHOTOGRAPH,,,생략
인화점,FLPNT,FLASH POINT,,,생략
일,DAY,DAY,,분류어,생략
일가,FAMLY,FAMILY ,,,생략
일가창립,EFL,ESTABLISHMENT OF NEW FAMILY,,,생략
일간,DY,"DURING [10, 20, 60, 90, 120] DAY",,,생략
일간신문,DNEWSP,DAILY NEWSPAPER,,,생략
일계,SMMPRDY,SUMMATION PER DAY,,,생략
일과,DLYW,DAILY WORK,,,생략
일괄,BATCH,BATCH,"모둠,배치",,생략
일괄개편,BTCRORG,BATCH REORGANIZATION,,,생략
일괄구매방식,LPS,LUMP-SUM PURCHASING SYSTEM,,,생략
일괄수리부속판매제도,SSBO,SYSTEM SUPPORT BUY-OUT,,,생략
일괄입찰,BNDEBID,BUNDLE BID,,,생략
일괄작업,BTCB,BATCH JOB,,,생략
일괄처리,BTCPRC,BATCH PROCESSING,"모둠처리,BATCH,배치처리,배치작업,일괄작업",,생략
일괄처리번호,BTCPRCNO,BATCH PROCESS NUMBER,배치처리번호,분류어,생략
일기도,WTHMP,WEATHER MAP,,,생략
일남중,SLRNN,SOLAR NOON,,,생략
일단면적,AIE,AREA FOR INDUSTRIAL ESTATE,,,생략
일단의면적,TARGRP,TOTAL AREA OF GROUP,,,생략
일단의토지,LSNG,LAND SEQUENCE NUMBER OF GROUP,일단토지,,생략
일단의필지수,LOTNGRP,LOT NUMBER OF GROUP,,,생략
일단토지면적,LAIE,LAND AREA FOR INDUSTRIAL ESTATE,,,생략
일등병,PFC,PRIVATE FIRST CLASS,일병,,생략
일람표,LSTTBL,LIST TABLE,,,생략
일련,SERIES,SERIES,,,생략
일련번호,SN,SERIAL NUMBER,"시퀀셜,SEQ,시퀀스,시리얼번호,SN,연번,SERIAL번호,SERIAL NUMBER,SERIALNUMBER,연번호",분류어,생략
일렬,SNGLN,SINGLE LINE,,,생략
일령,DAYAGE,DAYAGE,,,생략
일류,FSTCLSS,FIRST CLASS,,,생략
일몰,SNST,SUNSET,,,생략
일문,JPNSNT,JAPANESE SENTENCE,,,생략
일반,GNRL,GENERAL,,,생략
일반경쟁계약,CPTCTR,COMPETITIVE CONTRACT,,,생략
일반경쟁입찰,GPTBD,GENERAL COMPETITIVE BIDDING,,,생략
일반관리비,GNADMCST,GENERAL ADMINISTRATIVE COSTS,,,생략
일반담보,GNRLMRTGG,GENERAL MORTGAGE,,,생략
일반도로,GNRLROAD,GENERAL ROAD,,,생략
일반명령,GNLORD,GENERAL ORDER,,,생략
일반명령구분코드,GNLODVSCD,GENERAL ORDER DIVISION CODE,,분류어,생략
일반명령번호,GNLONO,GENERAL ORDER NUMBER,,분류어,생략
일반물자,GNRMTR,GENERAL MATERIAL,,,생략
일반방위산업구분코드,GNDIDVCD,GENERAL AND DEFENSE INDUSTRY DIVISION CODE,,분류어,생략
일반사면,GRLNSY,GENERAL AMNESTY,,,생략
일반수리부속품,GNRPRPT,GENERAL REPAIR PART,,,생략
일반식,GEND,GENERAL DIET,,,생략
일반용,GNS,GENERAL USE,,,생략
일반잡유,GLBOIL,GENERAL LUBRICATING OIL,,,생략
일반전초,GOP,GENERAL OUTPOST,GOP,,생략
일반지원,GS,GENERAL SUPPORT,,,생략
일반지원재고,SB,SERVICEABLE BALANCE,야전지원재고,,생략
일반지원정비,GSM,GENERAL SUPPORT MAINTENANCE,,,생략
일반직공무원,POIGS,PUBLIC OFFICIAL IN GENERAL SERVICE,,,생략
일반차량,CTV,COMMERCIAL TYPE VEHICLE,,,생략
일반참모,GNRSTF,GENERAL STAFF,,,생략
일반특혜관세제도,GSP,GENERALIZED SYSTEM OF PREFERENCES,,,생략
일반판매소,GNRLSTR,GENERAL STORE,,,생략
일반형책임운영기관,GEA,GENERAL EXECUTIVE AGENCY,,,생략
일반화물,GNRCRG,GENERAL CARGO,,,생략
일반회계,GNRACC,GENERAL ACCOUNT,,,생략
일방,ONSD,ONE SIDE,,,생략
일방통행,ONEWYST,ONE-WAY STREET,,,생략
일변,DAYCHG,DAILY CHANGE,,,생략
일변동,DCNG,DAY CHANGE,,,생략
일별,DALY,DAILY,,,생략
일보,DAYRPT,DAILY REPORT,,,생략
일본,JP,JAPAN,,,생략
일본도착도기준가격,MOPJ,MEAN OF PLATT`S JAPAN,MOPJ,,생략
일부,PORTN,PORTION,,,생략
일부보험,PRTINSR,PARTIAL INSURANCE,,,생략
일부상소,PRTAPL,PART APPEAL,,,생략
일비,DAYEXP,DAILY EXPENSE,,,생략
일사부재리,PADJ,PROHIBITION AGAINST DOUBLE JEOPARDY,,,생략
일산화질소,NMO,NITROGEN MONOXIDE,,,생략
일상,EDAY,EVERY DAY,,,생략
일선관서,FGO,FISCAL GOVERNMENT OFFICE,,,생략
일선관서변경요청코드,FGOCRCD,FISCAL GOVERNMENT OFFICE CHANGE REQUEST CODE,,분류어,생략
일선관서장,FGOC,FISCAL GOVERNMENT OFFICE CHIEF,,,생략
일선관서코드,FGOCD,FISCAL GOVERNMENT OFFICE CODE,,분류어,생략
일선교환가능품목,LRU,LINE REPLACEABLE UNIT,현장교환품목,,생략
일수,NUMDAY,NUMBER OF DAY,,분류어,생략
일시,DTTM,DATE AND TIME,,분류어,생략
일시간,DNH,Date And Hour,,분류어,생략
일시검사,OTIORD,ONE TIME INSPECTION ORDER,,,생략
일시구매,OTPCH,ONETIME PURCHASE,,,생략
일시군,DTG,DATE TIME GROUP,,,생략
일시금,LPAMT,LUMP AMOUNT,,,생략
일시분,DHM,DAY HOUR MINUTE,,분류어,생략
일시분초,DHMS,DAY HOUR MINUTE SECOND,,분류어,생략
일시불,LMPS,LUMP SUM PAYMENT,,,생략
일시정지,POSE,PAUSE,,,생략
일식,JPNSTY,JAPANESE STYLE,,,생략
일어,JPN,JAPANESE,,,생략
일요일,SUN,SUNDAY,,,생략
일용,DYEMP,DAILY EMPLOYED,,,생략
일용품,DAYNCS,DAILY NECESSITIES,,,생략
일월출몰지점코드,SMPSTCD,SUNRISE SUNSET MOONRISE MOONSET POSITION CODE,,분류어,생략
일일,ECHDAY,EACH DAY,,,생략
일일가동시간,EDPRTM,EACH DAY OPERATING TIME,,,생략
일일기상예보,DCAT,EACH DAY,,,생략
일일보급량,DLSPL,DAILY SUPPLY,,,생략
일일시간대구분코드,ECDAYTMCD,EACH DAY TIME SLOT SECTION CODE,,분류어,생략
일일정보요약,DISUM,DAILY INTELLIGENCE SUMMARY,,,생략
일일정비,DAYMTN,DAILY MAINTENANCE,,,생략
일자,DATE,DATE,"DATE,날짜,년월일",분류어,생략
일정,RGL,REGULAR,,,생략
일정,SCHDL,SCHEDULE,"스케줄,스케쥴",,생략
일정번호,SCHDLNO,SCHEDULE NUMBER,,분류어,생략
일지,DIARY,DIARY,,,생략
일직자,DWHR,DAY WATCHER,,,생략
일차,ORDDY,ORDER BY DAY,,분류어,생략
일차감시레이더,PSR,PRIMARY SURVEILLANCE RADAR,"1차감시레이더, 주감시레이더, 탐색레이더",,생략
일출,SNRS,SUNRISE,,,생략
일치,CSTC,CONSISTENCY,,,생략
일평균,DYRG,DAY AVERAGE,,,생략
일할,ASYY,ASSIGN BY DAY,,,생략
일회성,OTM,ONE TIME,,,생략
일회호흡량,TDLVOL,TIDAL VOLUME,TIDALVOLUME,,생략
읽기,READ,READ,,,생략
임검,OFCLP,OFFICIAL INSPECTION,,,생략
임검침로,CTS,COURSE TO STEER,,,생략
임계속도,CRTSPD,CRITICAL SPEED,,,생략
임계치,THRHLD,THRESHOLD,,,생략
임관,CMMSN,COMMISSION,,,생략
임관구분코드,CMSDVCD,COMMISSION DIVISION CODE,,분류어,생략
임관일자,CMSNDT,COMMISSION DATE,임관일,,생략
임관코드,CMCD,COMMISSION CODE,,분류어,생략
임금대장,WLGR,WAGES LEDGER,,,생략
임기,TRMOFC,ONE`S TERM OF OFFICE,,,생략
임기응변,PRN,PRO RE NATA (WHENEVER NECESSARY),,,생략
임기장애물,OOBST,OBSTACLE OF OPPORTUNITY,,,생략
임기제,TOSYS,TERM OF OFFICE SYSTEM,,,생략
임기제부사관,TONCO,TERM OF OFFICE SYSTEM NONCOMMISSIONED OFFICER,,,생략
임기제진급,TOSP,TERM OF OFFICE SYSTEM PROMOTION,,,생략
임대료,RNTCHRG,RENT CHARGE,,,생략
임대자,RNTAGNT,RENT AGENT,,,생략
임도,FRSRD,FOREST ROAD,,,생략
임률,WGRT,WAGE RATE,"임율,임금률",분류어,생략
임면,APDSMS,APPOINTMENT AND DISMISSAL,,,생략
임명,NMNT,NOMINATION,,,생략
임명명령,NMNORD,NOMINATION ORDER,,,생략
임명일자,NMNTDT,NOMINATION DATE,임명일,,생략
임목,FRSTRE,FOREST TREE,,,생략
임무,MSN,MISSION,,,생략
임무가능유무구분코드,MSPBEANDVSCD,MISSION POSSIBILITY EXISTENCE AND NONEXISTENCE DIVISION CODE,,분류어,생략
임무결과,MSNRS,MISSION RESULT,,,생략
임무결과보고서,MISREP,MISSION REPORT,MISREP,,생략
임무계획,MSNPL,MISSION PLAN,,,생략
임무계획록,MPF,MISSION PREPARATION FOLDER,,,생략
임무긴요도코드,MECD,MISSION ESSENTIALITY CODE,,분류어,생략
임무목표부호,MSNGLSGN,MISSION GOAL SIGN,,분류어,생략
임무번호,MSNNO,MISSION NUMBER,,분류어,생략
임무별,MB,MISSION BY,,,생략
임무보고서번호,MSNRPTNO,MISSION REPORT NUMBER,,분류어,생략
임무부대,TSKFC,TASK FORCE,,,생략
임무부여,MSNTSK,MISSION TASKING,,,생략
임무부여번호,MSNASGNO,MISSION ASSIGNMENT NUMBER,,분류어,생략
임무부호,MSNSGN,MISSION SIGN,,,생략
임무분석,MANL,MISSION ANALYSIS,,,생략
임무상태,MSNST,MISSION STATE,,,생략
임무수행,MSNEXE,MISSION EXECUTION,,,생략
임무수행평가결과코드,MSEXEVALRCD,MISSION EXECUTION EVALUATION RESULT CODE,,분류어,생략
임무완료상태코드,MSNCMPLTSACD,MISSION COMPLETION STATE CODE,,분류어,생략
임무유형,MSNPRFL,MISSION PROFILE,,,생략
임무유형코드,MSNPFCD,MISSION PROFILE CODE,,분류어,생략
임무일자,MSNDT,MISSION DATE,임무일,,생략
임무지시번호,MINO,MISSION INSTRUCTIONS NUMBER,,분류어,생략
임무포기,ABORT,ABORT,,,생략
임무필수품목,MEI,MISSION ESSENTIAL ITEM,,,생략
임무할당코드,MSALTMTCD,MISSION ALLOTMENT CODE,,분류어,생략
임무형보호태세,MOPP,MISSION ORIENTED PROTECTIVE POSTURE,MOPP,,생략
임무형보호태세단계코드,MOPPSTEPCD,MISSION ORIENTED PROJECTIVE POSTURE STEP CODE,,분류어,생략
임상,CLNC,CLINIC,,,생략
임상상태,CSTE,CLINIC STATE,,,생략
임시,TEMP,TEMPORARY,,,생략
임시건물,TMPBLD,TEMPORARY BUILDING,,,생략
임시권,TMPSYS,TEMPORARY SYSTEM,,,생략
임시영치,TMPCSD,TEMPORARY CUSTODY,,,생략
임시재고번호,TSN,TEMPORARY STOCK NUMBER,,분류어,생략
임시직,TMPEMP,TEMPORARY EMPLOYMENT,,,생략
임시탄약고,TAS,TEMPORARY AMMUNITION STORAGE,,,생략
임시평가,TMPEVL,TEMPORARY EVALUATION,,,생략
임신,PRCY,PREGNANCY,,,생략
임신기간,PRGCYPRD,PREGNANCY PERIOD,,,생략
임신중독,TPRY,TOXEMIA OF PREGNANCY,,,생략
임야,FRTNFLD,FORESTS AND FIELDS,,,생략
임용,APNTM,APPOINTMENT,,,생략
임용권자,APTHYHD,APPOINTMENT AUTHORITY HOLDER,,,생략
임용일자,APNTMDT,APPOINTMENT DATE,임용일,,생략
임의,VNT,VOLUNTARINESS,,,생략
임의관할,RNDCPT,RANDOM COMPETENCE,,,생략
임의소각,RNDINCN,RANDOM INCINERATION,,,생략
임의준비금,RNDRSRV,RANDOM RESERVES,,,생략
임의청산,VNTP,VOLUNTARY PAYMENT,,,생략
임지,FRTLND,FORESTLAND,,,생략
임지면적,FRTLNDAR,FORESTLAND AREA,,,생략
임직원,EXCNSTM,EXECUTIVES AND STAFF MEMBERS,,,생략
임차,RTNG,RENTING,,,생략
임차권,LEASRT,RIGHT OF LEASE,,,생략
임차료,RENT,RENT,,,생략
임차자,LESSEE,LESSEE,,,생략
임차차량,HIREVHCLE,HIRE VEHICLES,,,생략
임해,SSHR,SEASHORE,,,생략
입각,JNCBT,JOINING A CABINET,,,생략
입간판,STDSGBRD,STANDING SIGNBOARD,,,생략
입거,ENTDC,ENTERING A DOCK,,,생략
입건,PRSCT,PROSECUTE,,,생략
입고,WRHS,WAREHOUSING,,,생략
입고량,WRHSQTY,WAREHOUSING QUANTITY,,,생략
입고번호,WRHSNO,WAREHOUSING NUMBER,,분류어,생략
입고일자,WRHSDT,WAREHOUSING DATE,입고일,,생략
입고자,WHR,WAREHOUSING PERSON,,,생략
입고정비,WRHSMTN,WAREHOUSING MAINTENANCE,,,생략
입고처,STRPLC,STORE PLACE,,,생략
입과,ETCRS,ENTER A COURSE,,,생략
입과자,PTCP,PARTICIPANT,,,생략
입교,ENTSCHL,ENTRANCE INTO A SCHOOL,,,생략
입교일자,ENTSCHDT,ENTRANCE INTO A SCHOOL DATE,입교일,,생략
입구,ENTRN,ENTRANCE,,,생략
입국,ETCN,ENTRANCE INTO A COUNTRY,,,생략
입국일자,ETCNDT,ENTRANCE INTO A COUNTRY DATE,입국일,,생략
입금,RCPMNY,RECEIPTS OF MONEY,,,생략
입금일자,DPSTDT,DEPOSIT DATE,입금일,,생략
입금자,DPSTPSN,DEPOSIT PERSON,,,생략
입금철생성구분코드,RMFCDCD,RECEIPTS OF MONEY FILE CREATION DIVISION CODE ,,분류어,생략
입당,JNPLTPT,JOINING A POLITICAL PARTY,,,생략
입량,IQNTY,INPUT QUANTITY,,,생략
입력,INPUT,INPUT,,,생략
입력선두,ILED,INPUT LEAD,,,생략
입력유형,ITYP,INPUT TYPE,,,생략
입력일자,INPUTDT,INPUT DATE,입력일,,생략
입력자,INPUTPSN,INPUT PERSON,입력인,,생략
입목,STDTR,STANDING TREE,,,생략
입목죽,STDTRBB,STANDING TREE AND BAMBOO,,,생략
입목죽종류코드,STBKCD,STANDING TREE AND BAMBOO KIND CODE,,분류어,생략
입방,ARVRM,ARRIVAL THE ROOM,,,생략
입법,LGSLT,LEGISLATION,,,생략
입법권,LTVW,LEGISLATIVE POWER,,,생략
입사,ENTRCO,ENTERING A COMPANY,,,생략
입사일자,ENTCODT,ENTERING A COMPANY DATE,입사일,,생략
입석,STDRM,STANDING ROOM,,,생략
입소,ENTRC,ENTRANCE,,,생략
입소일자,ENTRCDT,ENTRANCE DATE,입소일,,생략
입수,OBTM,OBTAINMENT,,,생략
입수삭,IUD,INSERT UPDATE DELETE,,,생략
입술,LIP,LIP,,,생략
입양,ADP,ADOPTION,,,생략
입영,ENTSVC,ENTRY INTO SERVICE,입대,,생략
입영명령,EISORD,ENTRY INTO SERVICE ORDER,,,생략
입영일자,ENLMDT,ENLISTMENT DATE,"입대일,입대일자,입영일",,생략
입영자,RECRT,RECRUIT,입대자,,생략
입영지,JTMAR,JOIN THE MILITARY AREA,,,생략
입원,HSPTLZ,HOSPITALIZATION,입실,,생략
입원계산순번,HZCALC,HOSPITALIZATION CALCULATION SEQUENCE,,,생략
입원기록지,ADMRD,ADMINISTRATION RECORD,,,생략
입원명령,HSPORD,HOSPITALIZATION ORDER,,,생략
입원방법,HSMTH,HOSPITALIZATION METHOD,,,생략
입원수납순번,HZRCTC,HOSPITALIZATION RECEIPTANCE SEQUENCE,,,생략
입원외래구분,IOTYPE,INPATIENT OUTPATIENT TYPE,,,생략
입원일자,HSPTDT,HOSPITALIZATION DATE,입원일,,생략
입원중간순번,HZMDTC,HOSPITALIZATION MIDDLE CALCULATION SEQUENCE,,,생략
입원지시,HINS,HOSPITALIZATION INSTRUCTIONS,,,생략
입자,PARTCL,PARTICLE,,,생략
입자폭풍,PTNSTM,PROTON STORM,,,생략
입장,ENTRNC,ENTRANCE,,,생략
입장,VWPNT,VIEWPOINT,,,생략
입장료,ADMFEE,ADMISSION FEE,,,생략
입적,ERLGR,ENTRY IN A FAMILY REGISTER,,,생략
입주,MVIN,MOVE IN,,,생략
입주형태코드,MVINSCD,MOVE IN SHAPE CODE,,분류어,생략
입증책임,BFPF,BURDEN OF PROOF,,,생략
입차,ENTVHCL,ENTERANCE VEHICLES,,,생략
입찰,BDDNG,BIDDING,,,생략
입찰가격,BIDPRC,BIDDING PRICE,"입찰가,투찰가격,투찰가",,생략
입찰공고,NTCTND,NOTICE OF TENDER,,,생략
입찰공고문,BBNT,BULLETIN BOARD FOR NOTICE OF TENDER,,,생략
입찰공고번호,BPANO,BIDDING PUBLIC ANNOUNCEMENT NUMBER,,분류어,생략
입찰매체코드,BIDMDCD,BIDDING MEDIA CODE,,분류어,생략
입찰보증금,BDBND,BID BOND,"입찰보증금액,입찰보증액",,생략
입찰서,TNDR,TENDER,,,생략
입찰일자,BDNGDT,BIDDING DATE,입찰일,,생략
입찰자,BDDER,BIDDER,,,생략
입찰참가자격사전심사제,PQ,PRE QUALIFICATION,"PQ,사전입찰심사제도,사전심사",,생략
입창,SIDPT,SETTING IN DEPOT,,,생략
입창일자,SIDPTDT,SETTING IN DEPOT DATE,입창일,,생략
입체,CBC,CUBIC,,,생략
입체시영상,EPIP,EPIPOLAR IMAGE,,,생략
입체영상,STEREO,STEREOSCOPIC,,,생략
입출,INCDSBS,INCOME AND DISBURSEMENT,수지,,생략
입출고,WRHSRLS,WAREHOUSING AND RELEASE,,,생략
입출고번호,WNRNO,WAREHOUSING AND RELEASE NUMBER,,분류어,생략
입출고일자,WRHRLSDT,WAREHOUSING AND RELEASE DATE,입출고일,,생략
입출금,RCPPAY,RECEIPTS PAY,,,생략
입출항,PRTAKENT,PORT AND TAKE ENTRY,,,생략
입통문,ENGPS,ENTRANCE GATE FOR PASSAGE,,,생략
입퇴원,EDHSPT,ENTER AND DISCHARGE HOSPITAL,,,생략
입퇴창,SITODPT,SETTING IN DEPOT AND TAKING OUT OF DEPOT,,,생략
입학,ENTRSCHL,ENTRANCE INTO A SCHOOL,,,생략
입학일자,ENTSCHLDT,ENTRANCE INTO A SCHOOL DATE,입학일,,생략
입항,PRTENT,PORT ENTRY,,,생략
입항일자,PORENTDT,PORT ENTRY DATE,입항일,,생략
입항지,SHPPT,SHIPPED PORT,,,생략
입회,PRSNC,PRESENCE,,,생략
입회관,CTRSPVS,CONTRACT SUPERVISOR,,,생략
입후보,CANDIDACY,CANDIDACY,,,생략
잉여,SURPLS,SURPLUS,,,생략
잉여금,SUPLSFND,SURPLUS FUND,"잉여금액,잉여액",,생략
잉여탄약,USLAMN,USELESS AMMUNITION,,,생략
잉여품,SRPRPT,SURPLUS PROPERTY,,,생략
자,LTTR,LETTER,,,생략
자,PSN,PERSON,인,,생략
자DODIC,CDODIC,CHILD DODIC,,,생략
자가,OWNHS,OWN HOUSE,,,생략
자가,SELF,SELF,,,생략
자가보험,SELFINSR,SELF-INSURANCE,,,생략
자가주사,SLFINJ,SELF-INJECTION,,,생략
자격,QLFC,QUALIFICATION,,,생략
자격발생상실구분코드,QCFDCD,QUALIFICATION OCCUR FORFEITURE DIVISION CODE,,분류어,생략
자격정지,SUSPQUALI,SUSPENSION OF QUALIFICATION ,,,생략
자격종목코드,QKCD,QUALIFICATION KIND CODE,,분류어,생략
자격주,QLFSTK,QUALIFICATION STOCK,,,생략
자격증,LCNC,LICENCE,,,생략
자격증번호,LCNCNO,LICENCE NUMBER,,분류어,생략
자격확인,QCFM,QUALIFICATION CONFIRMATION,,,생략
자격확인대상,QCFOBJ,QUALIFICATION CONFIRMATION,,,생략
자구행위,SELFHELP,SELF_HELP,,,생략
자국,NTLND,ONES NATIVE LAND,,,생략
자군,SLFMIL,SELF-MILITARY,,,생략
자궁,WOMB,WOMB,,,생략
자금,FND,FUNDS,,,생략
자금거래구분코드,FTDCD,FUNDS TRANSACTION DIVISION CODE,,분류어,생략
자금계정,REQCTR,REQUISITION CONTROL,,,생략
자금계획,CRDPRG,CREDIT PROGRAM,,,생략
자금계획진행상태구분코드,CPPSDCD,CREDIT PROGRAM PROGRESS STATE DIVISION CODE,,분류어,생략
자금관리보급제도,FMSS,FUND MANAGEMENT SUPPLY SYSTEM,,,생략
자금관리제도,FNDMS,FUND MANAGEMENT SYSTEM,,,생략
자금물량적용구분코드,FMQCD,FUND MATERIAL QUANTITY MANAGEMENT CONTROL CODE,,분류어,생략
자금성질계정코드,FCACD,FUNDS CHARACTER ACCOUNT CODE,,분류어,생략
자금세탁방지국제기구,FATF,FINANCIAL ACTION TASK FORCE ON MONEY LAUNDERING,,,생략
자금수입,CPNCM,CAPITAL INCOME,,,생략
자금예산,CPTALBUDGET,CAPITAL BUDGET,,,생략
자금원,SRCFND,SOURCE OF FUNDS,,,생략
자금원코드,SRCFNDCD,SOURCE OF FUNDS CODE,,분류어,생략
자금이체,FNDTRSF,FUND TRANSFER,,,생략
자금조달비용지수,COFIX,COST OF FUND INDEX,,,생략
자금지원능력,FSA,FUND SUPPORT ABILITY,,,생략
자금통제,FNRGL,FINANCIAL REGULATION,,,생략
자금확정유형구분코드,FCTDCD,FUNDS CONFIRMATION TYPE DIVISION CODE,,분류어,생략
자급,SLFSPL,SELF SUPPLY,,,생략
자기,ONSLF,ONESELF,,,생략
자기개발,SFVLP,SELF DEVELOPMENT,,,생략
자기계약,RRTPY,REPRESENTATION OF OTHER PARTY,,,생략
자기공명영상,MRI,MAGNETIC RESONANCE IMAGING,MRI,,생략
자기부담금,ONSFBDMN,ONESELF BURDEN MONEY,"자기부담금액,자기부담액",,생략
자기소개,SLFINT,SELF INTRODUCTION,,,생략
자기소개서,SFINTLTR,SELF INTRODUCTION LETTER,,,생략
자기앞수표,CRCC,CASHIER´S CHECK,,,생략
자기앞어음,CSRBL,CASHIER'S BILL,,,생략
자기왜곡탐지기,MAD,MAGNETIC ANOMALY DETECTION,MAD,,생략
자기자본,EQTCPTL,EQUITY CAPITAL,,,생략
자기자본회전율,TREC,TURNOVER RATIO OF EQUITY CAPITAL,,,생략
자기주식,TESSTK,TREASURY STOCK,,,생략
자기차량손해,DMGOFCAR,DAMAGE OF OWN CAR,자차,,생략
자녀,CHILD,CHILDREN,,,생략
자녀학비보조수당,CSES,CHILDREN SCHOOL EXPENSE SUBSIDY,,,생략
자녀학비보조수당분기월코드,CQCD,CHILDREN SCHOOL EXPENSE SUBSIDY QUARTER CODE,,분류어,생략
자대,OWNUT,OWN UNIT,,,생략
자대활용량,RUSQTY,REUSE QUANTITY,,,생략
자도,OWNPRV,OWN PROVINCE,,,생략
자동,AUTO,AUTOMATIC,,,생략
자동납부,ATMCPAY,AUTOMATIC PAYMENT,,,생략
자동보급,AUTOSPL,AUTOMATIC SUPPLY,,,생략
자동분개,ATMJNL,AUTOMATIC JOURNALIZING,,,생략
자동식,AUTOPR,AUTOMATIC OPERATED,,,생략
자동이체,ATCNG,AUTOMATIC EXCHANGE,,,생략
자동재보급,AR,AUTOMATIC RESUPPLY,,,생략
자동전표,ATMPST,AUTOMATIC POSTING,,,생략
자동제원처리제도,ADPS,AUTOMATIC DATA PROCESS SYSTEM,,,생략
자동차,CAR,CAR,차,,생략
